stop_id,stop_name,stop_lat,stop_lon,location_type
1585,Independence Blvd @ Public Safety Blvd - W,30.445564,-91.105682,0
1586,Independence Blvd @ DMV - W,30.445581,-91.107452,0
1587,Goodwood @ Chevelle - N,30.442495,-91.09874,0
1588,Goodwood @ Tara - N,30.442587,-91.096436,0
1589,Goodwood @ BR Water Company - N,30.442652,-91.093887,0
1590,Airline @ Vine - W,30.44755,-91.091896,0
1591,Airline @ Florline - W,30.457321,-91.098885,0
1592,Burbank @ East Boyd - W,30.400757,-91.175072,0
1593,Acadian @ Oswego - N,30.480423,-91.156502,0
1594,Acadian @ Wyandotte - N,30.482231,-91.156563,0
1595,Acadian @ Mohican St - N,30.484276,-91.156624,0
1596,Mohican St @ Lynn St - E,30.484524,-91.153885,0
1597,Mohican-Prescott @ Delaware St - E,30.484884,-91.150032,0
1598,Mohican-Prescott @ Now Faith COGIC - E,30.486376,-91.146538,0
1599,Prescott @ Beechwood Dr - E,30.48744,-91.143669,0
1600,Prescott @ Foster Dr - E,30.487507,-91.140633,0
1601,E Brookstown @ W. Cyrus - N,30.489162,-91.128166,0
1602,E Brookstown @ Brookstown Elementary - N,30.490692,-91.128227,0
1603,E Brookstown @ Oasis Church - N,30.491846,-91.128242,0
1604,E Brookstown @ Evangeline St - N,30.493368,-91.128235,0
1605,Evangeline St @ Hammond St - W,30.493467,-91.129005,0
1606,Evangeline St @ Broadway St - W,30.493414,-91.132332,0
1607,Evangeline St @ Annette St - W,30.493368,-91.133415,0
1608,Evangeline @ McClelland Dr - W,30.493355,-91.134705,0
1609,Evangeline St @ Elm St - W,30.493305,-91.138054,0
1610,N Foster @ Sycamore - N,30.494774,-91.140633,0
1611,N Foster @ Lorraine - N,30.49642,-91.140709,0
1612,Evangeline @ Elm St - E,30.493202,-91.138428,0
1613,Evangeline @ McClelland Dr - E,30.493279,-91.135315,0
1614,Evangeline @ W Brookstown - E,30.493284,-91.133141,0
1615,Evangeline St @ Hope St - E,30.493355,-91.130661,0
1616,Evangeline St @ E Brookstown - E,30.493418,-91.1287,0
1617,E Brookstown @ Clayton - S,30.491529,-91.128304,0
1618,Prescott Before E. Brookstown - E,30.488129,-91.130096,0
1619,Prescott @ W. Brookstown Dr - W,30.48789,-91.132698,0
1620,Prescott @ Mount Carmel Ln - W,30.487766,-91.136047,0
1621,Prescott @ Elm St - W,30.487709,-91.137985,0
1622,Prescott @ Prescott Ct - E,30.487522,-91.139519,0
1623,Prescott @ Beechwood Dr - W,30.487534,-91.143303,0
1624,Mohican-Prescott @ Now Faith COGIC - W,30.486607,-91.146416,0
1625,Mohican-Prescott @ Delaware St - W,30.485323,-91.1493,0
1627,Mohican @ N. Acadian - W,30.484617,-91.155647,0
1628,N. Acadian @ Winnebago St - S,30.483486,-91.156754,0
1629,N. Acadian @ Charles St. - S,30.481819,-91.156723,0
1630,N. Acadian @ Winbourne - N,30.478228,-91.156403,0
1631,N. Acadian @ Winbourne Ave - S,30.478645,-91.156616,0
1632,N. Acadian @ Brady St. - S,30.47484,-91.156693,0
1633,N. Acadian @ Chippewa - S,30.473351,-91.156624,0
1634,N. Acadian @ Seneca - S,30.47167,-91.156555,0
1635,N. Acadian @ Choctaw - S,30.470285,-91.156494,0
1636,N. Acadian @ Adams - S,30.46874,-91.156418,0
1637,N. Acadian @ Fairfields - S,30.467125,-91.156357,0
1638,Prescott @ Elm St - E,30.487587,-91.13826,0
1639,Prescott @ The Lodge Apt - E,30.487659,-91.135338,0
1640,Prescott @ Foster Dr - W,30.487669,-91.140205,0
1641,Prescott @ W. Brookstown Dr - E,30.487711,-91.132973,0
1642,E. Brookstown @ Prescott - S,30.48864,-91.12825,0
1644,Evangeline @ Foster Dr - W,30.493271,-91.140388,0
1645,North Blvd @ Eugene - E,30.448027,-91.160667,0
1646,S Acadian @ Convention St - N,30.449175,-91.154579,0
1647,S Acadian @ Florida - N,30.450136,-91.15461,0
1648,N Acadian @ Gus Young - N,30.462439,-91.155312,0
1649,N Acadian @ Adams Ave - N,30.468651,-91.155327,0
1650,N Acadian @ Choctaw - N,30.469898,-91.15538,0
1651,N Acadian @ Seneca St - N,30.471453,-91.155479,0
1652,N Acadian @ Dalton St - N,30.473816,-91.155861,0
1654,Mohican @ N 38th - W,30.48477,-91.152794,0
1656,N Acadian @ Winnebago - N,30.483099,-91.156616,0
1658,N. Acadian @ Ontario - N,30.475388,-91.155991,0
1659,N Acadian @ Iroquois - N,30.472118,-91.155609,0
1660,N Acadian @ Fairfields - N,30.46697,-91.155273,0
1661,N Acadian @ Jackson - S,30.466293,-91.156349,0
1662,N Acadian @ Jefferson - S,30.464733,-91.156311,0
1663,N Acadian @ Gus Young - S,30.462679,-91.156219,0
1664,N Acadian @ Bogan Walk - S,30.461472,-91.156158,0
1665,N Acadian @ Cain - S,30.460283,-91.156136,0
1666,N Acadian @ Zion - S,30.457952,-91.156029,0
1667,N Acadian @ North St - S,30.453712,-91.154968,0
1668,N Acadian @ Laurel - S,30.451788,-91.154854,0
1669,N Acadian @ Florida - S,30.450502,-91.154839,0
1670,N Acadian @ Convention - S,30.449389,-91.154778,0
1671,N Acadian @ North Blvd - S,30.448334,-91.1548,0
1672,N Acadian @ Washington - N,30.465031,-91.155205,0
1673,N Acadian @ Bogan Walk - N,30.461769,-91.155266,0
1674,N Acadian @ Cain - N,30.460323,-91.155212,0
1675,N Acadian @ Zion - N,30.457951,-91.155098,0
1676,N Acadian @ Jonah - N,30.455721,-91.154984,0
1677,N Acadian @ North St - N,30.453318,-91.154724,0
1678,N Acadian @ Laurel - N,30.451323,-91.154655,0
1679,North Blvd @ St. Rose - E,30.447948,-91.161957,0
1681,22nd @ Main - N,30.4519,-91.165886,0
1682,22nd @ North St - N,30.452974,-91.16597,0
1683,22nd @ Edgewood - N,30.454765,-91.165977,0
1684,22nd @ Fuqua - N,30.457247,-91.166122,0
1685,22nd @ Plank - N,30.461233,-91.166336,0
1686,Plank @ Birch - N,30.463264,-91.16581,0
1687,Plank @ Washington - N,30.464996,-91.165176,0
1688,Plank @ Fairfield - N,30.466564,-91.164665,0
1689,Fairfields @ 26th - E,30.466743,-91.162865,0
1690,Fairfields @ 28th - E,30.466827,-91.160851,0
1691,Fairfields @ 30th - E,30.466892,-91.158798,0
1692,Fairfields @ N Acadian W - E,30.46697,-91.156525,0
1693,Fairfields @ N Acadian E - E,30.467012,-91.155495,0
1694,Fairfields @ 38th - E,30.467102,-91.152473,0
1695,Fairfields @ Bateman - E,30.467222,-91.150009,0
1697,Fairfields @ Martin - E,30.467554,-91.144035,0
1698,Fairfields @ Foster - E,30.467731,-91.139984,0
1699,Fairfields @ Bahm - E,30.467802,-91.137123,0
1700,Fairfields @ Paulson - E,30.467865,-91.13459,0
1701,Fairfields @ Sobers - E,30.46792,-91.132401,0
1702,Fairfields @ N Ardenwood - E,30.467964,-91.13063,0
1703,Greenwell Springs @ Williamson - E,30.46858,-91.128212,0
1704,Greenwell Springs @ E Smiley - E,30.470482,-91.12487,0
1705,Greenwell Springs @ Lobdell - E,30.471033,-91.122871,0
1706,Lobdell @ Lobwood - S,30.468555,-91.120964,0
1707,Lobdell @ Copper Ridge Apts - S,30.46677,-91.119598,0
1708,Lobdell @ Aspen Apts - S,30.465319,-91.118553,0
1709,Lobdell @ Tom Dr - S,30.462355,-91.116364,0
1710,N Bon Marche Dr @ Oak Park Plaza - S,30.459673,-91.115807,0
1711,N Bon Marche Dr @ Harry Dr - S,30.457512,-91.115921,0
1712,Harry Dr @ Greater King David Church - E,30.457621,-91.114105,0
1713,Lobdell @ Tom Dr - N,30.461845,-91.115669,0
1714,Tom @ Wooddale - E,30.463053,-91.111946,0
1715,Tom Dr @ Wooddale Ct - E,30.463455,-91.111214,0
1716,Tom Dr @ DOTD/Dallas Dr - E,30.464306,-91.10936,0
1717,Tom Dr @ Beaumont - W,30.465082,-91.107941,0
1718,Tom Dr @ Commerce - E,30.467997,-91.101677,0
1719,Tom Dr @ Airway - E,30.468067,-91.098984,0
1720,Airway @ Leo Skating - S,30.465651,-91.098686,0
1721,Cortana Pl @ Sams Club - W,30.460075,-91.095947,0
1722,Cortana Pl @ Florline - W,30.458378,-91.096977,0
1723,Cortana Pl @ Center Way Blvd - E,30.455168,-91.092461,0
1724,Cortana Pl @ Crossway - N,30.459486,-91.089684,0
1725,Cortana Pl @ Lowes - W,30.461161,-91.093369,0
1726,Airway @ Leo Skating - N,30.46537,-91.098579,0
1727,Tom Dr @ DOTD/Dallas Dr - W,30.464527,-91.108978,0
1728,Tom Dr @ Wooddale - W,30.463396,-91.111519,0
1729,Lobdell @ Renoir - S,30.461102,-91.115509,0
1730,Lobdell @ Harry - N,30.458435,-91.113121,0
1731,Lobdell @ Woodcrest Apts - N,30.463642,-91.117035,0
1732,Lobdell @ Aspens Apts - N,30.465694,-91.118507,0
1733,Lobdell @ Copper Ridge Apts - N,30.46661,-91.119186,0
1734,Lobdell @ Hawthorne Heights Apts - N,30.467953,-91.120163,0
1735,Lobdell @ Lobwood - N,30.468851,-91.120842,0
1736,Lobdell @ S Choctaw - N,30.469851,-91.12159,0
1737,Greenwell Springs @ E. Smiley Ave - W,30.470575,-91.125008,0
1738,Greenwell Springs @ Confidence - W,30.469498,-91.126869,0
1739,Greenwell Springs @ Williamson - W,30.4688,-91.128143,0
1740,Greenwell Springs @ Ardenwood - W,30.468134,-91.129372,0
1741,Fairfields @ Ardenwood West - W,30.468056,-91.130898,0
1742,Fairfields @ Sobers - W,30.468021,-91.132149,0
1743,Fairfields @ Paulson - W,30.46796,-91.134361,0
1744,Fairfields @ Bahm - W,30.467897,-91.136894,0
1745,Fairfields @ Foster - W,30.467842,-91.13932,0
1746,Fairfields @ Harelson - W,30.467731,-91.14283,0
1747,Fairfields @ Missions - W,30.46769,-91.144653,0
1748,Fairfields @ E Belfair - W,30.467497,-91.14698,0
1749,Fairfields @ Rice - W,30.467319,-91.148926,0
1750,Fairfields @ 39th - W,30.467276,-91.151199,0
1751,Fairfields @ 38th - W,30.467226,-91.152245,0
1752,Fairfields @ N Acadian E - W,30.467112,-91.155312,0
1753,Fairfields @ N Acadian W - W,30.467077,-91.15625,0
1754,Fairfields @ 30th - W,30.467033,-91.158623,0
1755,Fairfields @ 28th - W,30.466965,-91.16066,0
1756,Fairfields @ 26th - W,30.466864,-91.162613,0
1757,Fairfields @ Plank - W,30.466833,-91.164459,0
1758,Plank @ Seminole - S,30.464823,-91.165428,0
1759,Plank @ Birch - S,30.463638,-91.165863,0
1760,Plank @ 22nd - S,30.461815,-91.166512,0
1761,22nd @ Fuqua - S,30.45747,-91.166298,0
1762,22nd @ Spanish Town - S,30.455368,-91.166183,0
1763,22nd @ Main St - S,30.452251,-91.166054,0
1764,Wooddale @ Savoy Apts - N,30.454573,-91.105698,0
1765,Wooddale @ Albert Dr - N,30.455957,-91.106728,0
1766,Wooddale @ Franwood Dr - N,30.460581,-91.109825,0
1767,Victoria @ Mount Olive - N,30.477741,-91.117447,0
1768,Winbourne @ Bellemont Victoria Apts - W,30.479786,-91.118591,0
1769,Winbourne @ Juban - W,30.479612,-91.121567,0
1770,Winbourne @ Living Faith Christian Center - W,30.479366,-91.125992,0
1771,Winbourne @ Ardenwood - W,30.47933,-91.130219,0
1772,Winbourne @ Bootsie Dr - W,30.4793,-91.133026,0
1773,Winbourne @ Howell Park - W,30.479231,-91.135513,0
1774,Winbourne @ Foster Dr - W,30.478939,-91.140495,0
1775,Winbourne @ Mission Dr - W,30.47879,-91.144936,0
1776,Winbourne @ Webb - W,30.478712,-91.148346,0
1779,N. Acadian @ LA Technical College - N,30.47728,-91.156242,0
1780,Winbourne @ Polarine Ave - W,30.478376,-91.158806,0
1781,Chippewa @ Tecumseh - W,30.473307,-91.165604,0
1782,Chippewa @ Cedar Ave - W,30.473143,-91.1698,0
1783,Chippewa @ Jessamine - W,30.473122,-91.17144,0
1784,Chippewa @ Lockwood - W,30.473013,-91.173637,0
1785,Chippewa @ Phlox - W,30.472853,-91.179176,0
1786,Chippewa @ Sorrel - W,30.472809,-91.180634,0
1787,Chippewa @ Lupine - W,30.472754,-91.182899,0
1788,Chippewa @ DPW Lot - S,30.471498,-91.185844,0
1790,Chippewa @ Eiland - S,30.466591,-91.188469,0
1791,Chippewa @ River View Condos - S,30.464514,-91.188309,0
1792,3rd St @ North Campus - S,30.46183,-91.187889,0
1793,3rd St @ Capitol Lake Dr - S,30.459715,-91.188095,0
1794,4th St @ State Library - S,30.453262,-91.187347,0
1795,Florida @ 4th St - W,30.449413,-91.187416,0
1796,Government St @ St. James - W,30.443327,-91.189445,0
1799,3rd St @ Spanish Town - N,30.454283,-91.188423,0
1800,3rd St @ State Capitol Dr - N,30.456203,-91.188515,0
1801,River Rd @ Hollywood Casino - N,30.460049,-91.189392,0
1802,River Rd @ Riverview Condos - N,30.465216,-91.188202,0
1803,Chippewa @ Choctaw - N,30.469158,-91.188339,0
1804,Chippewa @ Gonzalez - E,30.471567,-91.185349,0
1805,Chippewa @ Lupine - E,30.472555,-91.183479,0
1806,Chippewa @ Sorrel - E,30.472631,-91.181366,0
1807,Chippewa @ Phlox - E,30.472706,-91.17939,0
1808,Chippewa @ Pimpernel - E,30.472954,-91.172234,0
1809,Chippewa @ Scenic - E,30.473038,-91.168976,0
1810,Chippewa @ Tecumseh - E,30.473127,-91.165718,0
1811,Chippewa @ Wenonah - E,30.473246,-91.164009,0
1812,N Acadian @ Erie St - S,30.47637,-91.156807,0
1816,Winbourne @ Delaware - E,30.478497,-91.149582,0
1817,Winbourne @ Webb - E,30.478537,-91.148399,0
1818,Winbourne @ Eaton - E,30.478603,-91.146255,0
1819,Winbourne @ Mission Dr - E,30.478636,-91.145126,0
1820,Winbourne @ Beechwood Dr - E,30.478779,-91.142365,0
1821,Winbourne @ Foster Dr - E,30.478853,-91.140755,0
1822,Winbourne @ Elm - E,30.478937,-91.137955,0
1823,Winbourne @ Daugherty Dr - E,30.479048,-91.135704,0
1824,Winbourne @ Bootsie Dr - E,30.479155,-91.133156,0
1825,Winbourne @ Ardenwood - E,30.479185,-91.130409,0
1826,Winbourne @ Michelle - E,30.479231,-91.12709,0
1827,Winbourne @ Lambert - E,30.479279,-91.12532,0
1828,Winbourne @ Juban - E,30.479494,-91.121826,0
1829,Winbourne @ Victoria - E,30.479723,-91.117683,0
1830,Victoria @ Mount Olive - S,30.477901,-91.117592,0
1831,Wooddale @ Heritage House - S,30.460972,-91.110435,0
1832,Wooddale @ Belhaven Trace - S,30.458857,-91.109001,0
1833,Wooddale @ Colonial Terrace - S,30.455395,-91.106552,0
1834,Wooddale @ La Morenita Meat Market - S,30.453648,-91.105484,0
1835,Cortana Pl @ Sears - N,30.458452,-91.08873,0
1837,Wooddale @ Exchange Pl - N,30.464981,-91.112839,0
1838,Wooddale @ Lobwood - N,30.46888,-91.115501,0
1839,Wooddale @ Choctaw - N,30.47057,-91.115845,0
1840,Greenwell Springs @ Victoria Dr - W,30.474833,-91.11718,0
1841,Wooddale @ Choctaw - S,30.471279,-91.116089,0
1842,Wooddale @ Lobwood - S,30.469208,-91.115974,0
1843,Wooddale @ Employment Office - S,30.4669,-91.114449,0
1844,Wooddale @ Tom Dr - W,30.463322,-91.112015,0
1845,N Foster @ Airline - S,30.508135,-91.141518,0
1846,N Foster @ Claiborne Elementary - S,30.504972,-91.141396,0
1847,N Foster @ Greenwell - S,30.502211,-91.141281,0
1848,N Foster @ Hollywood - S,30.499996,-91.141151,0
1849,N Foster @ Lorraine - S,30.496794,-91.140869,0
1850,N Foster @ Sycamore - S,30.495083,-91.140778,0
1851,N Foster @ Evangeline - S,30.493662,-91.140739,0
1852,N Foster @ Clayton - S,30.491388,-91.140701,0
1853,N Foster @ Sherwood - S,30.490479,-91.140617,0
1854,N Foster @ Prescott - S,30.487741,-91.140495,0
1855,N Foster @ Linden - S,30.485767,-91.140396,0
1856,N Foster @ Charles - S,30.481913,-91.140877,0
1857,N Foster @ Winbourne Ave - S,30.47901,-91.140678,0
1858,N Foster @ Wilmot St - S,30.476572,-91.140579,0
1859,N Foster @ Frey St - S,30.475805,-91.140564,0
1860,N Foster @ Underwood Ave - S,30.473978,-91.140457,0
1861,N Foster @ Osborne Ave - S,30.47304,-91.140411,0
1862,N Foster @ Choctaw Dr - S,30.471308,-91.140327,0
1863,N Foster @ Adams Ave - S,30.469503,-91.139908,0
1864,N Foster @ Fairfield Ave - S,30.467896,-91.139885,0
1865,N Foster @ Washington Ave - S,30.466274,-91.139816,0
1866,N Foster @ Staring Education Center - S,30.464094,-91.139725,0
1867,N Foster @ Gus Young Ave - S,30.462456,-91.139595,0
1868,N Foster @ LSU Health Center - S,30.461426,-91.139587,0
1869,N Foster @ Plain View Church - S,30.458857,-91.139458,0
1870,N Foster @ North St - S,30.454842,-91.139305,0
1871,N Foster Dr @ Florida Blvd - S,30.451122,-91.139091,0
1872,N Foster Dr @ North Blvd - S,30.448973,-91.13903,0
1873,N Foster Dr @ YMCA/Albertsons - S,30.446648,-91.138931,0
1874,S Foster Dr @ Capital Heights - S,30.442823,-91.138542,0
1875,S Foster Dr @ Claycut Condominiums - S,30.440491,-91.136841,0
1876,S Foster Dr @ East Baton Rouge School Office - S,30.439425,-91.134613,0
1877,College Dr @ Westdale - S,30.435314,-91.133804,0
1878,College Dr @ Woodside Dr - S,30.431091,-91.135323,0
1879,College Dr @ Bardwell Dr - S,30.429127,-91.135864,0
1880,City Place @ Barns & Noble,30.42341,-91.128426,0
1881,Corporate Blvd @ College Dr - N,30.42588,-91.137428,0
1882,College Dr @ Holloway Ave - N,30.428228,-91.136345,0
1883,College Dr @ Woodside Dr - N,30.430817,-91.135208,0
1884,College Dr @ Ole Towne - N,30.433638,-91.134674,0
1885,S Foster Dr @ Burgundy Ave - N,30.437859,-91.132286,0
1886,S Foster Dr @ Shadow Creek Condominiums - N,30.440413,-91.136269,0
1887,S Foster Dr @ Claycut - N,30.441193,-91.138054,0
1888,S Foster Dr @ Government - N,30.444326,-91.138397,0
1889,S Foster Dr @ BRCC - N,30.447037,-91.138741,0
1890,S Foster Dr @ Convention - N,30.449717,-91.138916,0
1891,S Foster Dr @ North St - N,30.453773,-91.139053,0
1892,S Foster Dr @ The Crillon Apt - N,30.459284,-91.139343,0
1893,S Foster Dr @ Star Hill Church - N,30.46081,-91.139397,0
1894,S Foster Dr @ Gus Young - N,30.463022,-91.139458,0
1895,S Foster Dr @ Family Dollar - N,30.463783,-91.139549,0
1896,S Foster Dr @ Jackson Ave - N,30.466606,-91.139656,0
1897,S Foster Dr @ Fairfields - N,30.467529,-91.139694,0
1898,S Foster Dr @ Advance Auto Parts - N,30.470078,-91.139816,0
1899,S Foster Dr @ Foster Car Wash - N,30.471373,-91.14016,0
1900,S Foster Dr @ Osborn Ave - N,30.472839,-91.140266,0
1901,S Foster Dr @ Underwood - N,30.473824,-91.140312,0
1902,S Foster Dr @ Frey - N,30.475611,-91.140411,0
1903,N Foster Dr @ Winbourne - N,30.478758,-91.140556,0
1904,N Foster Dr @ Charles St - N,30.481489,-91.140701,0
1905,N Foster Dr @ Linden - N,30.485228,-91.14032,0
1906,N Foster Dr @ Prescott - N,30.487024,-91.140305,0
1907,N Foster Dr @ Evangeline - N,30.492975,-91.140533,0
1908,N Foster Dr @ Hollywood - N,30.499502,-91.141029,0
1909,Hollywood Rd @ Winchester - E,30.499729,-91.138428,0
1910,Hollywood Rd @ McClelland - E,30.499771,-91.135445,0
1911,Hollywood Rd @ Piggly Wiggly - E,30.500937,-91.133743,0
1912,Plank @ Adams - N,30.468307,-91.164055,0
1913,Plank @ Choctaw - N,30.469545,-91.163681,0
1914,Plank @ Seneca - N,30.471176,-91.16304,0
1915,Plank @ Chippewa - N,30.473026,-91.162399,0
1916,Plank @ Dalton - N,30.473772,-91.162163,0
1917,Plank @ Ontario - N,30.475309,-91.161629,0
1918,Plank @ Huron - N,30.476894,-91.161018,0
1919,Plank @ Winbourne - E,30.478136,-91.160606,0
1920,Plank @ Oswego - N,30.480286,-91.159897,0
1921,Plank @ Wyandotte - N,30.481918,-91.159264,0
1922,Plank @ Winnebago - N,30.483261,-91.158821,0
1923,Plank @ Mohican - N,30.484621,-91.158318,0
1924,Plank @ Weller - N,30.485647,-91.158012,0
1925,Plank @ Prescott - N,30.486986,-91.157478,0
1926,Plank @ Dayton - N,30.488235,-91.157021,0
1927,Plank @ Clayton - N,30.490273,-91.156387,0
1928,Plank @ Evangeline - N,30.492657,-91.155518,0
1929,Plank @ Sycamore - N,30.494408,-91.154823,0
1930,Plank @ Delmont Village - N,30.495384,-91.15448,0
1931,Plank @ St Gerard - N,30.497112,-91.1539,0
1932,Plank @ Riley - N,30.498522,-91.153412,0
1933,Plank @ Vaughn - N,30.501322,-91.152481,0
1934,Plank @ JH Cooney - N,30.502909,-91.151901,0
1935,Plank @ Denham - N,30.504396,-91.151367,0
1936,Plank @ Cannon - N,30.505186,-91.151115,0
1937,Plank @ Dawson - N,30.506802,-91.15049,0
1938,Airline @ Foster - S,30.50852,-91.140778,0
1939,McClelland @ Airline - S,30.505648,-91.135498,0
1940,McClelland @ Tolbert - S,30.504175,-91.135475,0
1941,Airline @ McClelland Dollar General - N,30.506636,-91.136009,0
1942,Airline @ Foster - N,30.508696,-91.14064,0
1943,Airline @ Beechwood - N,30.509188,-91.142761,0
1944,Airline @ Plank Exit - N,30.509499,-91.145836,0
1945,Plank @ Cannon - S,30.505905,-91.150955,0
1946,Plank @ Denham - S,30.50477,-91.151398,0
1947,Plank @ J H Cooney - S,30.503307,-91.151917,0
1948,Plank @ Greenwell - S,30.502333,-91.152237,0
1949,Plank @ Amarillo - S,30.500614,-91.15287,0
1950,Plank @ Hollywood - S,30.499636,-91.153221,0
1951,Plank @ Riley - S,30.49877,-91.153503,0
1952,Plank @ Delmont Village - S,30.495577,-91.154625,0
1953,Plank @ Sycamore - S,30.494707,-91.154945,0
1954,Plank @ Evangeline - S,30.492857,-91.155579,0
1955,Plank @ Clayton - S,30.490829,-91.156258,0
1956,Plank @ Dayton - S,30.488535,-91.157082,0
1957,Plank @ Pluskat - S,30.487446,-91.157478,0
1958,Plank @ Weller - S,30.486008,-91.157997,0
1959,Plank @ Mohican - S,30.485157,-91.158287,0
1960,Plank @ Winnebago - S,30.483501,-91.158897,0
1961,Plank @ Wyandotte - S,30.482136,-91.159325,0
1962,Plank @ Calumet - S,30.480307,-91.159966,0
1963,Plank @ Winbourne - S,30.478479,-91.160645,0
1964,Plank @ Huron - S,30.477432,-91.16098,0
1965,Plank @ Brady - S,30.474777,-91.161926,0
1966,Plank @ Dalton - S,30.473654,-91.162338,0
1967,Plank @ Seneca - S,30.471365,-91.163155,0
1968,Plank @ Choctaw - S,30.47032,-91.163513,0
1969,Plank @ Adams - S,30.46867,-91.164063,0
1970,Plank @ Fairfields - S,30.466784,-91.164742,0
1971,22nd @ North - S,30.453238,-91.166183,0
1972,Florida @ Fernwood - W,30.452288,-91.1007,0
1973,Florida @ Wooddale - W,30.452057,-91.104897,0
1974,Florida @ Lobdell - W,30.451859,-91.11171,0
1975,Lobdell @ Bon Carre/Kornmyer - N,30.453587,-91.112038,0
1976,Lobdell @ Realtors Ave - N,30.455715,-91.112137,0
1977,Harry Dr @ Lobdell - W,30.457722,-91.113579,0
1978,Harry Dr@ N Bon Marche Dr - W,30.457455,-91.115746,0
1979,Harry Dr @ Monet Dr - W,30.457182,-91.117226,0
1980,Harry Dr @ Donmoor - W,30.457092,-91.118492,0
1981,Harry Dr @ Plaza Apartments - W,30.45706,-91.121399,0
1982,Harry Dr @ N Carrollton - W,30.456972,-91.12365,0
1983,Harry Dr @ Ardenwood - W,30.45685,-91.126823,0
1984,Ardenwood @ Ardenwood Apartments - S,30.454741,-91.127541,0
1985,Ardenwood @ Florida - S,30.451815,-91.127518,0
1986,Florida @ LA Dept. of Social Services - W,30.451298,-91.128716,0
1987,Florida @ Fairfax - W,30.451143,-91.133141,0
1988,Florida @ BRCC - W,30.451092,-91.135483,0
1989,Florida @ Foster - W,30.450935,-91.139771,0
1990,Florida @ N. Beck - W,30.450653,-91.145462,0
1991,Florida @ Tuscaloosa - W,30.450649,-91.147346,0
1992,Florida @ Live Oak - W,30.450617,-91.14888,0
1993,Florida @ Baton Rouge General - W,30.450447,-91.152283,0
1994,Florida @ Acadian - W,30.450369,-91.15448,0
1995,Florida @ Connell - W,30.450272,-91.157089,0
1996,Florida @ Eugene - W,30.450207,-91.160759,0
1997,Florida @ N 24th - W,30.450096,-91.163574,0
1999,Florida @ 19th - W,30.449921,-91.169182,0
2000,Florida @ St Vincent de Paul - W,30.449821,-91.172951,0
2001,Florida @ 13th - W,30.449677,-91.175774,0
2002,Florida @ 12th - W,30.449701,-91.177643,0
2003,Florida @ 10th - W,30.449635,-91.179504,0
2005,Florida @ 5th - W,30.449484,-91.185783,0
2006,Florida Blvd @ 5th St - E,30.449324,-91.185989,0
2007,Florida @ Post Office - E,30.449389,-91.182549,0
2008,Florida @ 9th - E,30.449471,-91.181335,0
2009,Florida @ 12th - E,30.449659,-91.176697,0
2010,Florida @ St Vincent De Paul - E,30.449692,-91.172913,0
2011,Florida @ 19th - E,30.449842,-91.169403,0
2013,Florida @ Eugene - E,30.450098,-91.161087,0
2014,Florida @ Gebelin - E,30.450195,-91.158073,0
2015,Florida @ Kernan - E,30.450253,-91.156052,0
2016,Florida @ Acadian - E,30.450277,-91.154961,0
2017,Florida @ Baton Rouge General - E,30.450357,-91.152626,0
2018,Florida @ Jasmine - E,30.450436,-91.149719,0
2019,Florida @ N Leo - E,30.450516,-91.146507,0
2020,Florida @ N. Beck - E,30.45063,-91.143166,0
2021,Florida @ Foster - E,30.450701,-91.140625,0
2022,Florida @ BRCC - E,30.450869,-91.134544,0
2024,Ardenwood @ BREC Headquarters - N,30.452974,-91.127319,0
2025,Ardenwood @ Ardenwood Apartments - N,30.455084,-91.127403,0
2026,Ardenwood @  Harry - N,30.456675,-91.127457,0
2027,Harry Dr @ Carrollton - E,30.456894,-91.123833,0
2028,Harry Dr @ Plaza Apartments - E,30.456984,-91.121353,0
2029,Harry Dr @ Donmoor - E,30.457067,-91.118721,0
2030,Harry Dr @ Holmes - E,30.457214,-91.11676,0
2031,Harry Dr @ N Bon Marche Dr - E,30.457327,-91.115929,0
2032,Harry Dr @  Lobdell - E,30.457651,-91.112862,0
2033,Lobdell @ Bon Carre/Kornmyer - S,30.454315,-91.112274,0
2034,Florida @ Lobdell - E,30.451593,-91.111298,0
2035,Florida @ Wooddale - E,30.451822,-91.105232,0
2036,Florida @ Fernwood - E,30.451984,-91.101349,0
2037,Oak Villa @ Mall Way - N,30.455408,-91.087166,0
2044,Staring @ Town South Shopping Center - S,30.39209,-91.111313,0
2045,Staring @ Hyacinth Ave - S,30.385782,-91.112564,0
2046,Staring @ Boone - S,30.376656,-91.118362,0
2047,Staring @ Menlo Drive - S,30.372599,-91.120872,0
2048,Staring @ Staring Hill Shopping Center - S,30.37019,-91.122337,0
2049,Highland @ Gardere - E,30.367479,-91.121117,0
2050,Gardere @ St Jude Church - S,30.365417,-91.120392,0
2051,Gardere @ Cedar Apts - S,30.362644,-91.122612,0
2052,Gardere @ Burbank/Bayou Fountain - S,30.361893,-91.123062,0
2056,Coy @ Broussard Plaza Apt - E,30.357586,-91.121468,0
2057,Coy @ GSRI - E,30.357079,-91.120384,0
2059,GSRI @ Jade - W,30.354795,-91.123001,0
2061,GSRI @ Seaboard - W,30.354788,-91.125748,0
2062,GSRI @ Starboard - W,30.357428,-91.131294,0
2063,GSRI @ Mast - W,30.357971,-91.132469,0
2064,Port @ GSRI - S,30.358076,-91.134018,0
2065,Port @ Stern - S,30.356491,-91.134979,0
